symbol	target_address	status	section	section_offset_hex	access_extent_hex	coverage_kind	requesters	claim
DAT_0035bfeb	0x0035bfeb	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd3b	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bfec	0x0035bfec	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd3c	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bfed	0x0035bfed	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd3d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bfee	0x0035bfee	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd3e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bfef	0x0035bfef	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd3f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bff0	0x0035bff0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd40	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bff2	0x0035bff2	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd42	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bff4	0x0035bff4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd44	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bff8	0x0035bff8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd48	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bff9	0x0035bff9	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd49	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bffa	0x0035bffa	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd4a	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bffb	0x0035bffb	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd4b	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bffc	0x0035bffc	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd4c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035bffe	0x0035bffe	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd4e	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c000	0x0035c000	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd50	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c001	0x0035c001	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd51	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c002	0x0035c002	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd52	0x220	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c003	0x0035c003	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdd53		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c222	0x0035c222	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf72	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c223	0x0035c223	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf73	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c224	0x0035c224	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf74	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c226	0x0035c226	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf76	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c227	0x0035c227	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf77	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c228	0x0035c228	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf78	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c229	0x0035c229	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf79	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22a	0x0035c22a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7a	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22b	0x0035c22b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7b	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22c	0x0035c22c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22d	0x0035c22d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22e	0x0035c22e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c22f	0x0035c22f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf7f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c230	0x0035c230	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf80	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c231	0x0035c231	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf81	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c232	0x0035c232	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf82		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c236	0x0035c236	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf86	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c237	0x0035c237	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf87	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c238	0x0035c238	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf88		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c239	0x0035c239	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf89		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23a	0x0035c23a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8a		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23b	0x0035c23b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8b		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23c	0x0035c23c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23d	0x0035c23d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23e	0x0035c23e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c23f	0x0035c23f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf8f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c240	0x0035c240	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf90	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c241	0x0035c241	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf91	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c242	0x0035c242	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf92	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c243	0x0035c243	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf93	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c244	0x0035c244	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf94	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c245	0x0035c245	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf95	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c246	0x0035c246	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf96	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c247	0x0035c247	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf97	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c248	0x0035c248	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf98	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c249	0x0035c249	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf99	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24a	0x0035c24a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9a	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24b	0x0035c24b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9b	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24c	0x0035c24c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9c	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24d	0x0035c24d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9d	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24e	0x0035c24e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9e	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c24f	0x0035c24f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdf9f	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c250	0x0035c250	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c251	0x0035c251	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa1	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c252	0x0035c252	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa2	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c253	0x0035c253	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa3	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c254	0x0035c254	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa4	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c255	0x0035c255	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa5	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c256	0x0035c256	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa6	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c257	0x0035c257	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa7	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c258	0x0035c258	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfa8	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c25a	0x0035c25a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfaa	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c25b	0x0035c25b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfab	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c25c	0x0035c25c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfac		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c25d	0x0035c25d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfad		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c25e	0x0035c25e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfae	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c260	0x0035c260	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfb0	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c262	0x0035c262	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfb2	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c263	0x0035c263	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfb3	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c268	0x0035c268	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfb8	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c269	0x0035c269	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfb9	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26a	0x0035c26a	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfba	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26b	0x0035c26b	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfbb	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26c	0x0035c26c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfbc	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26d	0x0035c26d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfbd	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26e	0x0035c26e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfbe	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c26f	0x0035c26f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfbf	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c270	0x0035c270	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfc0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c274	0x0035c274	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfc4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c278	0x0035c278	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfc8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c27c	0x0035c27c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfcc	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c280	0x0035c280	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfd0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c284	0x0035c284	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfd4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c288	0x0035c288	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfd8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c290	0x0035c290	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfe0	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c294	0x0035c294	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfe4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c298	0x0035c298	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfe8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c29c	0x0035c29c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfec	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c29d	0x0035c29d	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfed	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c29e	0x0035c29e	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfee	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c29f	0x0035c29f	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdfef		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c2a0	0x0035c2a0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdff0	0x1	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c2a4	0x0035c2a4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdff4	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c2a8	0x0035c2a8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdff8	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c2ac	0x0035c2ac	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xdffc		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035c6ac	0x0035c6ac	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xe3fc		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035caac	0x0035caac	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xe7fc		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035ceac	0x0035ceac	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xebfc	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035ceb0	0x0035ceb0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xec00	0x2	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0b0	0x0035d0b0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee00	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0b4	0x0035d0b4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee04	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0b8	0x0035d0b8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee08	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0bc	0x0035d0bc	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee0c	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0c0	0x0035d0c0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee10	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0c4	0x0035d0c4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee14	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0c8	0x0035d0c8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee18	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0cc	0x0035d0cc	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee1c	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0d0	0x0035d0d0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee20		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0d4	0x0035d0d4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee24		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0d8	0x0035d0d8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee28		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0dc	0x0035d0dc	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee2c		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0e0	0x0035d0e0	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee30		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0e4	0x0035d0e4	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee34		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0e8	0x0035d0e8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee38		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d0ec	0x0035d0ec	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee3c		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d100	0x0035d100	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee50	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d104	0x0035d104	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee54		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d118	0x0035d118	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xee68		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d194	0x0035d194	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xeee4		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d1a8	0x0035d1a8	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xeef8		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d224	0x0035d224	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xef74		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d238	0x0035d238	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xef88	0x4	direct-access	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
DAT_0035d23c	0x0035d23c	SECTION_BACKED_ADDRESS	.data.stage3ce.va_0034e2b0	0xef8c		interior-address-only	ps2/progress28_structural_lift_recovered.o	section-backed address only; complete C object/array extent unproved
